Gene	baseMean	MeanExprSmall	MeanExprLarge	log2FoldChange	FoldChange	lfcSE	stat	pvalue	padj	Direction
NFATC2	507.727	789.532	331.598	-1.246	0.421	0.402	-3.1	1.94e-03	4.08e-02	Down in Large
LOC111096276	16.199	32.461	6.035	-2.393	0.19	0.772	-3.099	1.94e-03	4.09e-02	Down in Large
LOC119873792	15.774	35.379	3.521	-3.264	0.104	1.053	-3.098	1.95e-03	4.09e-02	Down in Large
LOC111098412	156.12	237.91	105.001	-1.112	0.463	0.359	-3.098	1.95e-03	4.09e-02	Down in Large
MICAL3	4192.721	5239.915	3538.225	-0.564	0.676	0.182	-3.099	1.94e-03	4.09e-02	Down in Large
LOC119868565	25.571	61.089	3.373	-4.155	0.056	1.341	-3.098	1.95e-03	4.09e-02	Down in Large
LOC111092205	4.286	10.379	4.976	-4.216	0.054	1.361	-3.097	1.95e-03	4.10e-02	Down in Large
DOCK8	653.521	937.397	476.099	-0.972	0.51	0.314	-3.095	1.97e-03	4.11e-02	Down in Large
KIF24	94.236	155.498	55.948	-1.442	0.368	0.466	-3.096	1.96e-03	4.11e-02	Down in Large
LOC111091261	305.39	502.15	182.414	-1.454	0.365	0.47	-3.096	1.96e-03	4.11e-02	Down in Large
DYNLRB1	5777.86	3755.196	7042.025	0.908	1.876	0.293	3.096	1.96e-03	4.11e-02	Up in Large
LOC119867834	78.141	127.646	47.2	-1.407	0.377	0.455	-3.096	1.96e-03	4.11e-02	Down in Large
LOC102156387	4199.46	6856.437	2538.85	-1.434	0.37	0.464	-3.093	1.98e-03	4.14e-02	Down in Large
LOC119866168	8.351	15.807	3.69	-2.088	0.235	0.675	-3.092	1.99e-03	4.14e-02	Down in Large
LOC102152142	533.234	375.682	631.705	0.745	1.676	0.241	3.092	1.99e-03	4.14e-02	Up in Large
LOC111093602	6.537	15.241	1.097	-3.786	0.073	1.225	-3.092	1.99e-03	4.15e-02	Down in Large
LOC102151292	102.395	208.056	36.358	-2.51	0.176	0.812	-3.09	2.00e-03	4.15e-02	Down in Large
LOC111097734	2.266	5.48	3.176	-4.308	0.05	1.393	-3.091	1.99e-03	4.15e-02	Down in Large
LOC102157188	74.321	35.268	155.601	1.575	2.979	0.51	3.091	2.00e-03	4.15e-02	Up in Large
LOC119865482	8.311	60.811	1.206	-3.951	0.065	1.278	-3.091	1.99e-03	4.15e-02	Down in Large
SNCA	4926.144	3016.703	6119.544	1.02	2.028	0.33	3.09	2.00e-03	4.15e-02	Up in Large
IFT57	1400.579	911.18	1706.453	0.902	1.869	0.292	3.09	2.00e-03	4.15e-02	Up in Large
LOC111096434	5.85	14.62	0.369	-6.024	0.015	1.95	-3.09	2.00e-03	4.16e-02	Down in Large
RGP1	1595.55	2105.019	1277.132	-0.714	0.61	0.231	-3.088	2.02e-03	4.16e-02	Down in Large
LOC119874171	43.953	76.773	23.441	-1.717	0.304	0.556	-3.089	2.01e-03	4.16e-02	Down in Large
LOC119869746	30.946	58.96	13.438	-2.165	0.223	0.701	-3.089	2.01e-03	4.16e-02	Down in Large
LOC102152560	29.005	55.631	12.364	-2.066	0.239	0.669	-3.089	2.01e-03	4.16e-02	Down in Large
LOC102153056	16.824	40.327	2.134	-4.212	0.054	1.364	-3.088	2.02e-03	4.16e-02	Down in Large
LOC119867114	6.123	13.66	1.412	-2.687	0.155	0.87	-3.088	2.02e-03	4.16e-02	Down in Large
PYURF	1132.583	874.181	1294.083	0.562	1.476	0.182	3.088	2.02e-03	4.16e-02	Up in Large
LOC102157368	50.144	96.252	21.327	-2.138	0.227	0.692	-3.087	2.02e-03	4.16e-02	Down in Large
LOC100683522	3.889	9.339	0.483	-4.125	0.057	1.335	-3.089	2.01e-03	4.16e-02	Down in Large
LOC119872935	7.06	16.126	1.394	-3.321	0.1	1.076	-3.086	2.03e-03	4.18e-02	Down in Large
TMC3	59.631	106.143	30.561	-1.768	0.294	0.573	-3.085	2.04e-03	4.19e-02	Down in Large
LOC119876153	9.122	23.013	15.273	-5.571	0.021	1.806	-3.085	2.03e-03	4.19e-02	Down in Large
LOC102152829	220.402	363.183	131.163	-1.452	0.366	0.471	-3.084	2.04e-03	4.19e-02	Down in Large
LOC119873568	10443.006	5902.286	13280.955	1.17	2.251	0.379	3.084	2.04e-03	4.19e-02	Up in Large
LOC119869970	27.215	63.172	4.742	-3.74	0.075	1.213	-3.084	2.04e-03	4.19e-02	Down in Large
LOC102154746	104.007	151.519	74.312	-0.994	0.502	0.322	-3.083	2.05e-03	4.20e-02	Down in Large
LOC119866288	183.366	439.683	23.168	-4.247	0.053	1.378	-3.083	2.05e-03	4.20e-02	Down in Large
LOC102152522	110.468	186.853	62.728	-1.546	0.343	0.501	-3.083	2.05e-03	4.20e-02	Down in Large
RTN1	17145.241	11301.095	20797.833	0.879	1.84	0.286	3.08	2.07e-03	4.22e-02	Up in Large
MACROH2A1	3487.706	2816.737	3907.062	0.468	1.383	0.152	3.081	2.06e-03	4.22e-02	Up in Large
LOC609874	45.765	103.277	9.82	-3.423	0.093	1.111	-3.081	2.06e-03	4.22e-02	Down in Large
TRNAD-GUC.2	47.921	448.685	0.141	-9.271	0.002	3.01	-3.08	2.07e-03	4.22e-02	Down in Large
NRBP1	2584.446	2116.489	2876.919	0.435	1.352	0.141	3.081	2.06e-03	4.22e-02	Up in Large
LOC102155300	459.546	732.66	288.849	-1.338	0.396	0.434	-3.081	2.06e-03	4.22e-02	Down in Large
LOC111094329	45.764	89.341	18.529	-2.234	0.213	0.725	-3.081	2.07e-03	4.22e-02	Down in Large
LOC119874067	476.456	305.06	583.579	0.978	1.969	0.318	3.077	2.09e-03	4.24e-02	Up in Large
LOC119873106	5.593	12.777	1.102	-3.4	0.095	1.104	-3.078	2.08e-03	4.24e-02	Down in Large
CABP1	6695.7	2775.347	9145.922	1.72	3.294	0.559	3.078	2.08e-03	4.24e-02	Up in Large
SLC7A13	2.85	7.015	6.933	-5.183	0.028	1.684	-3.078	2.09e-03	4.24e-02	Down in Large
LOC119866935	75.531	143.19	33.244	-2.08	0.237	0.676	-3.078	2.08e-03	4.24e-02	Down in Large
TRNAL-CAG.2	25.21	237.425	0.352	-7.96	0.004	2.586	-3.079	2.08e-03	4.24e-02	Down in Large
LOC111095419	3.666	8.223	0.819	-3.243	0.106	1.054	-3.076	2.09e-03	4.25e-02	Down in Large
ENY2	745.673	469.113	918.522	0.956	1.94	0.311	3.076	2.10e-03	4.25e-02	Up in Large
ZNF217	290.589	412.304	214.517	-0.935	0.523	0.304	-3.077	2.09e-03	4.25e-02	Down in Large
LOC119869334	11.975	30.197	22.715	-5.554	0.021	1.806	-3.075	2.10e-03	4.26e-02	Down in Large
LOC111091795	165.261	258.802	106.798	-1.264	0.416	0.411	-3.075	2.11e-03	4.27e-02	Down in Large
GRPEL1	1697.602	1250.145	1977.262	0.649	1.568	0.211	3.073	2.12e-03	4.28e-02	Up in Large
C5	23.456	41.417	12.23	-1.776	0.292	0.578	-3.073	2.12e-03	4.28e-02	Down in Large
CDC14B	907.088	1162.312	747.573	-0.637	0.643	0.208	-3.072	2.12e-03	4.29e-02	Down in Large
FAM149A	3940.519	2594.912	4781.523	0.879	1.839	0.286	3.072	2.12e-03	4.29e-02	Up in Large
LOC111095507	4.145	10.581	4.014	-5.928	0.016	1.931	-3.07	2.14e-03	4.31e-02	Down in Large
LOC119871952	551.751	361.858	670.434	0.868	1.825	0.283	3.07	2.14e-03	4.31e-02	Up in Large
LOC111097579	4.824	12.204	0.211	-5.773	0.018	1.88	-3.071	2.14e-03	4.31e-02	Down in Large
LOC111095815	2.89	6.775	0.461	-4.788	0.036	1.56	-3.069	2.14e-03	4.32e-02	Down in Large
ZBTB37	1016.095	1679.107	601.712	-1.479	0.359	0.482	-3.068	2.15e-03	4.32e-02	Down in Large
RPL36AL	2948.707	1987.438	3549.5	0.832	1.78	0.271	3.069	2.15e-03	4.32e-02	Up in Large
LOC111097074	48.873	99.951	16.949	-2.559	0.17	0.834	-3.069	2.15e-03	4.32e-02	Down in Large
LOC119870336	8.001	16.327	2.797	-2.459	0.182	0.801	-3.069	2.15e-03	4.32e-02	Down in Large
FAM241A	386.454	561.661	276.95	-0.993	0.502	0.324	-3.069	2.15e-03	4.32e-02	Down in Large
LOC119867347	69.709	145.956	22.055	-2.713	0.152	0.884	-3.069	2.15e-03	4.32e-02	Down in Large
LOC119863970	9.077	18.28	3.326	-2.486	0.178	0.811	-3.067	2.16e-03	4.33e-02	Down in Large
LOC100687259	256.221	180.821	303.345	0.735	1.664	0.239	3.067	2.16e-03	4.33e-02	Up in Large
LOC119870764	84.489	158.721	38.094	-2.044	0.242	0.667	-3.064	2.18e-03	4.34e-02	Down in Large
LOC119870862	28.864	51.621	14.641	-1.756	0.296	0.573	-3.063	2.19e-03	4.34e-02	Down in Large
PTCD2	628.902	508.908	703.898	0.453	1.369	0.148	3.065	2.18e-03	4.34e-02	Up in Large
LOC111095872	43.926	102.672	7.21	-3.849	0.069	1.256	-3.064	2.19e-03	4.34e-02	Down in Large
LOC119871885	66.883	158.828	9.418	-4.078	0.059	1.33	-3.066	2.17e-03	4.34e-02	Down in Large
LOC111096200	13.885	33.34	1.726	-4.308	0.05	1.406	-3.063	2.19e-03	4.34e-02	Down in Large
LOC102154613	88.69	176.19	34.003	-2.381	0.192	0.777	-3.063	2.19e-03	4.34e-02	Down in Large
MGAT4B	1549.568	1061.309	1854.73	0.799	1.74	0.261	3.066	2.17e-03	4.34e-02	Up in Large
ZNRF2	1303.859	1903.184	929.281	-1.032	0.489	0.337	-3.065	2.18e-03	4.34e-02	Down in Large
LOC119869800	26.977	53.647	10.308	-2.277	0.206	0.743	-3.065	2.18e-03	4.34e-02	Down in Large
LOC484897	703.377	1068.773	475.005	-1.166	0.446	0.381	-3.063	2.19e-03	4.34e-02	Down in Large
LOC611528	338.79	192.044	430.506	1.131	2.19	0.369	3.063	2.19e-03	4.34e-02	Up in Large
LOC106560204	74.123	116.384	47.709	-1.315	0.402	0.429	-3.066	2.17e-03	4.34e-02	Down in Large
SVOP	5978.537	3723.261	7388.085	0.987	1.981	0.322	3.064	2.18e-03	4.34e-02	Up in Large
LOC477699	1291.083	1908.96	904.91	-1.077	0.474	0.351	-3.064	2.19e-03	4.34e-02	Down in Large
LOC119866630	8.735	21.258	0.907	-4.538	0.043	1.481	-3.063	2.19e-03	4.34e-02	Down in Large
TRNAR-ACG	9.279	24.016	0.069	-6.855	0.009	2.237	-3.064	2.18e-03	4.34e-02	Down in Large
ZBTB20	233.327	465.971	87.924	-2.405	0.189	0.784	-3.065	2.17e-03	4.34e-02	Down in Large
NDUFA4	6023.277	3895.846	7352.922	0.914	1.884	0.298	3.061	2.20e-03	4.35e-02	Up in Large
CCM2	1554.617	917.748	1952.661	1.085	2.122	0.354	3.062	2.20e-03	4.35e-02	Up in Large
TRNAL-CAG.1	24.105	231.386	0.352	-7.894	0.004	2.579	-3.062	2.20e-03	4.35e-02	Down in Large
LOC102154519	21.15	53.325	25.478	-5.628	0.02	1.838	-3.062	2.20e-03	4.35e-02	Down in Large
MIR1836	3.561	7.918	0.838	-2.662	0.158	0.87	-3.061	2.21e-03	4.36e-02	Down in Large
LOC119865915	9.714	21.769	2.179	-3.36	0.097	1.098	-3.061	2.21e-03	4.36e-02	Down in Large
LOC111095925	8.732	22.252	0.282	-5.849	0.017	1.912	-3.06	2.22e-03	4.37e-02	Down in Large
LOC119871702	4.255	10.506	0.348	-5.147	0.028	1.683	-3.059	2.22e-03	4.38e-02	Down in Large
SCIMP	312.717	483.318	206.092	-1.199	0.436	0.392	-3.058	2.23e-03	4.38e-02	Down in Large
TRNAP-CGG.2	9.694	25.205	0	-7.293	0.006	2.386	-3.057	2.23e-03	4.38e-02	Down in Large
LOC480109	348.337	234.768	419.318	0.837	1.786	0.274	3.057	2.23e-03	4.38e-02	Up in Large
LOC111097879	13.372	31.333	2.146	-3.887	0.068	1.271	-3.058	2.23e-03	4.38e-02	Down in Large
LOC119866028	17.024	39.567	2.935	-3.749	0.074	1.226	-3.058	2.23e-03	4.38e-02	Down in Large
TRNAG-UCC.6	51.733	723.97	0.394	-8.385	0.003	2.742	-3.058	2.23e-03	4.38e-02	Down in Large
ARMC10	1786.933	1374.381	2044.779	0.567	1.481	0.185	3.057	2.24e-03	4.39e-02	Up in Large
LOC100685539	10.556	21.923	3.452	-2.687	0.155	0.88	-3.055	2.25e-03	4.40e-02	Down in Large
S100A13	1094.307	616.233	1393.103	1.175	2.258	0.385	3.055	2.25e-03	4.40e-02	Up in Large
KCNJ13	164.801	327.88	62.877	-2.383	0.192	0.78	-3.056	2.24e-03	4.40e-02	Down in Large
LOC100856765	1470.766	746.057	1923.709	1.372	2.588	0.449	3.055	2.25e-03	4.40e-02	Up in Large
LOC119871736	11.413	84.044	3.514	-4.032	0.061	1.32	-3.054	2.26e-03	4.41e-02	Down in Large
LOC111092058	5.114	12.493	0.503	-4.545	0.043	1.489	-3.053	2.26e-03	4.42e-02	Down in Large
LOC119874847	5.293	13.427	0.209	-5.611	0.02	1.838	-3.052	2.27e-03	4.43e-02	Down in Large
LOC102155439	21.737	52.085	2.77	-4.207	0.054	1.378	-3.053	2.27e-03	4.43e-02	Down in Large
LOC102156451	107.029	174.76	64.697	-1.437	0.369	0.471	-3.052	2.27e-03	4.43e-02	Down in Large
LOC119865052	22.708	43.505	9.709	-2.016	0.247	0.661	-3.051	2.28e-03	4.43e-02	Down in Large
LOC119865138	5.234	12.718	6.879	-4.344	0.049	1.423	-3.053	2.27e-03	4.43e-02	Down in Large
LOC487015	6.655	17.202	0.063	-6.441	0.012	2.111	-3.052	2.27e-03	4.43e-02	Down in Large
USP26	6.721	17.22	6.967	-6.438	0.012	2.11	-3.052	2.28e-03	4.43e-02	Down in Large
FMO4	68.078	99.152	48.656	-1.007	0.497	0.33	-3.051	2.28e-03	4.44e-02	Down in Large
MSR1	279.948	443.406	177.788	-1.32	0.4	0.433	-3.05	2.29e-03	4.44e-02	Down in Large
LOC119869963	13.222	32.911	0.916	-5.158	0.028	1.692	-3.048	2.30e-03	4.45e-02	Down in Large
CYP2A13	52.924	102.062	22.214	-2.231	0.213	0.732	-3.049	2.30e-03	4.45e-02	Down in Large
LOC111096325	6.059	13.121	7.36	-2.939	0.13	0.964	-3.049	2.29e-03	4.45e-02	Down in Large
TRIML1	5.173	13.449	4.012	-6.445	0.011	2.114	-3.049	2.30e-03	4.45e-02	Down in Large
LOC119869617	42.801	77.238	21.277	-1.743	0.299	0.572	-3.049	2.29e-03	4.45e-02	Down in Large
LOC106558382	4.728	12.293	4.742	-6.317	0.013	2.072	-3.049	2.30e-03	4.45e-02	Down in Large
LOC119869455	30.627	209.541	11.377	-3.311	0.101	1.087	-3.048	2.31e-03	4.46e-02	Down in Large
LOC102152844	10.473	26.728	6.514	-6.012	0.015	1.973	-3.048	2.31e-03	4.46e-02	Down in Large
SPATA13	1641.161	2436.161	1144.286	-1.089	0.47	0.357	-3.047	2.31e-03	4.46e-02	Down in Large
LOC119866255	6.223	13.478	9.226	-2.843	0.139	0.933	-3.047	2.31e-03	4.46e-02	Down in Large
LRRC18	26.54	60.205	5.499	-3.477	0.09	1.141	-3.048	2.31e-03	4.46e-02	Down in Large
TRNAS-GCU.5	11.203	29.002	0.079	-7.32	0.006	2.403	-3.047	2.31e-03	4.46e-02	Down in Large
CIITA	56.915	92.367	34.757	-1.468	0.361	0.482	-3.045	2.33e-03	4.47e-02	Down in Large
LOC102153032	13.936	33.641	1.621	-4.411	0.047	1.449	-3.045	2.33e-03	4.47e-02	Down in Large
PYROXD2	339.045	450.801	269.198	-0.742	0.598	0.244	-3.045	2.33e-03	4.47e-02	Down in Large
LOC111093319	74.93	161.037	21.113	-2.934	0.131	0.964	-3.045	2.33e-03	4.47e-02	Down in Large
LOC119867905	366.813	232.404	450.819	0.931	1.907	0.306	3.045	2.33e-03	4.47e-02	Up in Large
TRNAM-CAU.18	50.56	431.584	0.285	-9.166	0.002	3.01	-3.045	2.32e-03	4.47e-02	Down in Large
LOC100685822	1915.42	1328.062	2282.518	0.774	1.71	0.254	3.042	2.35e-03	4.48e-02	Up in Large
EIF4A1	4758.429	3539.705	5520.131	0.638	1.556	0.21	3.043	2.35e-03	4.48e-02	Up in Large
LOC111097033	6.79	13.764	2.43	-2.568	0.169	0.844	-3.043	2.34e-03	4.48e-02	Down in Large
LOC119873066	10.427	21.975	3.21	-2.536	0.172	0.833	-3.042	2.35e-03	4.48e-02	Down in Large
TRNAR-UCG	9.671	25.146	0	-7.289	0.006	2.395	-3.043	2.34e-03	4.48e-02	Down in Large
LOC102153777	11.603	27.764	16.578	-4.204	0.054	1.381	-3.044	2.34e-03	4.48e-02	Down in Large
LOC119869433	290.379	611.767	89.511	-2.777	0.146	0.912	-3.044	2.33e-03	4.48e-02	Down in Large
OR08B12	2.979	7.196	0.343	-4.362	0.049	1.434	-3.043	2.34e-03	4.48e-02	Down in Large
LOC102152847	334.831	654.009	135.345	-2.268	0.208	0.745	-3.043	2.34e-03	4.48e-02	Down in Large
TADA3	2119.642	1320.806	2618.915	0.982	1.975	0.323	3.044	2.33e-03	4.48e-02	Up in Large
LOC119867335	25.18	49.345	10.076	-2.275	0.207	0.748	-3.042	2.35e-03	4.48e-02	Down in Large
LOC102154831	20.675	43.388	6.48	-2.726	0.151	0.896	-3.044	2.34e-03	4.48e-02	Down in Large
GATA3	32.436	70.654	8.549	-3.037	0.122	0.999	-3.041	2.36e-03	4.49e-02	Down in Large
LOC102151185	5.651	14.692	4.499	-6.55	0.011	2.154	-3.04	2.36e-03	4.49e-02	Down in Large
MIDEAS	1427.234	1906.104	1127.941	-0.747	0.596	0.246	-3.041	2.36e-03	4.49e-02	Down in Large
LOC111093714	17.46	31.317	8.8	-1.74	0.299	0.572	-3.04	2.36e-03	4.49e-02	Down in Large
RBBP7	2240.613	1720.726	2565.543	0.565	1.479	0.186	3.04	2.36e-03	4.49e-02	Up in Large
RBM28	761.106	525.245	908.52	0.776	1.713	0.255	3.039	2.37e-03	4.50e-02	Up in Large
LOC102153651	5.299	13.777	8.875	-6.456	0.011	2.124	-3.039	2.37e-03	4.50e-02	Down in Large
LOC106557570	88.714	156.582	46.297	-1.741	0.299	0.573	-3.039	2.37e-03	4.50e-02	Down in Large
LOC111094430	31.572	51.276	19.258	-1.103	0.466	0.363	-3.039	2.37e-03	4.50e-02	Down in Large
BTG2	264.657	416.796	373.781	-1.282	0.411	0.422	-3.039	2.37e-03	4.50e-02	Down in Large
TRNAV-CAC.7	38.801	296.858	0.123	-9.146	0.002	3.01	-3.038	2.38e-03	4.51e-02	Down in Large
LOC119870589	4.652	11.246	0.53	-4.099	0.058	1.35	-3.037	2.39e-03	4.52e-02	Down in Large
LOC111095193	75.235	129.332	41.424	-1.579	0.335	0.52	-3.037	2.39e-03	4.52e-02	Down in Large
LOC100686246	3.221	7.543	0.52	-3.783	0.073	1.245	-3.037	2.39e-03	4.52e-02	Down in Large
LOC119863975	16.412	31.133	7.212	-1.938	0.261	0.639	-3.036	2.40e-03	4.53e-02	Down in Large
LOC106557648	94.789	129.35	73.188	-0.853	0.554	0.281	-3.036	2.40e-03	4.53e-02	Down in Large
LOC611538	104.186	181.793	55.682	-1.705	0.307	0.562	-3.035	2.40e-03	4.53e-02	Down in Large
LOC111093926	20.746	39.49	9.031	-2.108	0.232	0.694	-3.035	2.40e-03	4.53e-02	Down in Large
LOC111097075	277.723	429.601	182.799	-1.217	0.43	0.401	-3.034	2.41e-03	4.54e-02	Down in Large
LOC111097475	4.891	12.337	3.763	-5.786	0.018	1.907	-3.034	2.42e-03	4.54e-02	Down in Large
FAM126A	1140.317	1713.027	782.373	-1.13	0.457	0.372	-3.034	2.42e-03	4.54e-02	Down in Large
TAMALIN	783.644	227.951	1130.952	2.309	4.956	0.761	3.034	2.41e-03	4.54e-02	Up in Large
LOC119866959	18.657	113.304	4.986	-2.922	0.132	0.963	-3.033	2.42e-03	4.54e-02	Down in Large
LOC119868047	128.58	187.606	91.688	-0.973	0.509	0.321	-3.033	2.42e-03	4.55e-02	Down in Large
LOC119869288	80.49	179.201	18.796	-3.262	0.104	1.076	-3.032	2.43e-03	4.55e-02	Down in Large
LOC102153599	159.518	269.28	90.917	-1.544	0.343	0.509	-3.032	2.43e-03	4.55e-02	Down in Large
LOC102152051	6.731	16.947	8.614	-5.47	0.023	1.804	-3.032	2.43e-03	4.55e-02	Down in Large
LOC106558182	72.337	127.647	37.768	-1.774	0.292	0.585	-3.032	2.43e-03	4.55e-02	Down in Large
CDK16	4537.08	3205.551	5369.286	0.744	1.675	0.245	3.032	2.43e-03	4.55e-02	Up in Large
LOC102153253	5.642	14.147	7.621	-5.068	0.03	1.672	-3.031	2.44e-03	4.56e-02	Down in Large
LOC111095569	11.448	28.374	0.869	-5.245	0.026	1.731	-3.03	2.44e-03	4.56e-02	Down in Large
SARNP	1333.32	933.672	1583.1	0.747	1.678	0.246	3.03	2.44e-03	4.56e-02	Up in Large
LOC119865100	92.081	199.155	25.16	-2.993	0.126	0.988	-3.03	2.44e-03	4.56e-02	Down in Large
TRNAG-UCC.1	54.267	473.784	0.698	-7.68	0.005	2.534	-3.031	2.44e-03	4.56e-02	Down in Large
GLIS3	380.526	564.423	265.59	-1.077	0.474	0.356	-3.028	2.46e-03	4.57e-02	Down in Large
ZPR1	1819.388	1248.308	2176.313	0.795	1.735	0.262	3.029	2.46e-03	4.57e-02	Up in Large
SLC14A1	2649.396	4059.568	1768.038	-1.199	0.436	0.396	-3.029	2.45e-03	4.57e-02	Down in Large
LOC119873067	8.54	18.999	2.003	-3.02	0.123	0.997	-3.029	2.45e-03	4.57e-02	Down in Large
RNF149	348.694	455.33	282.047	-0.672	0.627	0.222	-3.029	2.45e-03	4.57e-02	Down in Large
LOC119873941	6.577	15.203	1.185	-3.713	0.076	1.226	-3.029	2.46e-03	4.57e-02	Down in Large
LOC111090542	25.106	53.663	7.258	-2.85	0.139	0.941	-3.029	2.45e-03	4.57e-02	Down in Large
KAT14	1526.019	1218.544	1718.19	0.482	1.397	0.159	3.028	2.46e-03	4.57e-02	Up in Large
LOC102153007	177.432	391.823	43.438	-3.174	0.111	1.048	-3.027	2.47e-03	4.58e-02	Down in Large
MIR8850	4.611	11.775	0.133	-5.597	0.021	1.849	-3.028	2.47e-03	4.58e-02	Down in Large
SLC6A16	4.499	11.596	0.063	-5.873	0.017	1.941	-3.026	2.48e-03	4.59e-02	Down in Large
LOC111096215	4.602	10.861	0.69	-4.064	0.06	1.343	-3.026	2.48e-03	4.59e-02	Down in Large
LOC119870567	118.798	948.144	100.052	-3.2	0.109	1.058	-3.025	2.48e-03	4.60e-02	Down in Large
LOC119867007	36.681	85.842	5.955	-3.852	0.069	1.273	-3.025	2.48e-03	4.60e-02	Down in Large
LOC106559694	1175.388	481.941	1608.792	1.745	3.352	0.577	3.025	2.49e-03	4.60e-02	Up in Large
LOC111091801	11.421	24.122	3.483	-2.825	0.141	0.934	-3.025	2.49e-03	4.60e-02	Down in Large
HOXB6	16.343	31.987	6.566	-2.242	0.211	0.741	-3.024	2.49e-03	4.61e-02	Down in Large
LOC119865984	3.638	9.024	4.527	-5.159	0.028	1.706	-3.024	2.50e-03	4.61e-02	Down in Large
LOC111096179	24.078	56.366	3.897	-3.852	0.069	1.274	-3.023	2.50e-03	4.62e-02	Down in Large
ZHX2	583.497	839.922	423.231	-0.976	0.508	0.323	-3.023	2.51e-03	4.62e-02	Down in Large
LOC111090528	58.114	111.681	24.634	-2.147	0.226	0.71	-3.022	2.51e-03	4.63e-02	Down in Large
LOC119865838	38.784	9.926	56.82	2.592	6.029	0.858	3.022	2.51e-03	4.63e-02	Up in Large
C28H10orf88	727.171	597.235	808.381	0.434	1.351	0.144	3.022	2.51e-03	4.63e-02	Up in Large
LOC106559170	218.695	85.706	301.813	1.847	3.597	0.611	3.02	2.53e-03	4.64e-02	Up in Large
LOC119880449	18.743	40.145	5.367	-2.93	0.131	0.97	-3.021	2.52e-03	4.64e-02	Down in Large
HYPK	879.2	536.381	1093.461	1.028	2.039	0.34	3.02	2.53e-03	4.64e-02	Up in Large
LOC610726	5.169	12.705	6.295	-4.557	0.042	1.509	-3.02	2.53e-03	4.64e-02	Down in Large
LOC608162	1237.607	587.106	1644.169	1.495	2.819	0.495	3.019	2.53e-03	4.65e-02	Up in Large
LOC119874108	24.519	177.136	5.269	-3.343	0.099	1.107	-3.019	2.54e-03	4.65e-02	Down in Large
LOC102152600	25.8	55.286	7.371	-2.898	0.134	0.96	-3.019	2.54e-03	4.65e-02	Down in Large
LOC111097653	5.577	13.266	0.771	-4.211	0.054	1.395	-3.018	2.55e-03	4.66e-02	Down in Large
LOC102155292	64.192	132.613	21.429	-2.62	0.163	0.868	-3.018	2.55e-03	4.66e-02	Down in Large
TEX13D	4.875	12.674	13.009	-6.361	0.012	2.108	-3.018	2.55e-03	4.66e-02	Down in Large
LOC102154153	90.081	207.982	16.393	-3.672	0.078	1.217	-3.017	2.56e-03	4.67e-02	Down in Large
LOC111090874	13.881	33.095	1.872	-4.149	0.056	1.375	-3.016	2.56e-03	4.67e-02	Down in Large
GREM1	601.476	901.964	413.672	-1.126	0.458	0.373	-3.017	2.56e-03	4.67e-02	Down in Large
IGSF1	123.2	208.374	69.965	-1.585	0.333	0.525	-3.017	2.55e-03	4.67e-02	Down in Large
DCTN6	1932.209	1549.732	2171.258	0.472	1.387	0.156	3.015	2.57e-03	4.68e-02	Up in Large
LOC119870433	6.915	14.814	1.979	-2.687	0.155	0.892	-3.014	2.58e-03	4.69e-02	Down in Large
LOC111091060	6.466	15.682	0.706	-4.777	0.036	1.585	-3.014	2.58e-03	4.69e-02	Down in Large
LOC102154364	11.176	55.141	23.404	-3.934	0.065	1.305	-3.015	2.57e-03	4.69e-02	Down in Large
LOC119872099	4.014	10.094	0.215	-5.072	0.03	1.682	-3.015	2.57e-03	4.69e-02	Down in Large
EIF3B	3114.239	2478.787	3511.396	0.495	1.41	0.164	3.014	2.58e-03	4.69e-02	Up in Large
LOC111097705	4.666	12.131	3.404	-6.298	0.013	2.09	-3.014	2.58e-03	4.69e-02	Down in Large
LOC119867214	3.01	7.825	4.012	-5.68	0.02	1.885	-3.013	2.58e-03	4.69e-02	Down in Large
LOC119865936	69.175	156.191	14.79	-3.394	0.095	1.126	-3.014	2.58e-03	4.69e-02	Down in Large
PPP1R7	2157.276	1584.493	2515.265	0.66	1.58	0.219	3.014	2.58e-03	4.69e-02	Up in Large
LOC102153922	4.803	12.258	9.141	-5.775	0.018	1.916	-3.015	2.57e-03	4.69e-02	Down in Large
LOC119869809	44.008	98.54	9.926	-3.298	0.102	1.095	-3.013	2.59e-03	4.70e-02	Down in Large
CAMK1	1940.256	1275.064	2356.001	0.884	1.846	0.294	3.011	2.60e-03	4.72e-02	Up in Large
ARHGAP17	523.375	679.919	425.535	-0.663	0.631	0.22	-3.01	2.61e-03	4.73e-02	Down in Large
LOC102151770	296.309	518.948	157.16	-1.721	0.303	0.572	-3.009	2.62e-03	4.74e-02	Down in Large
LRRC74A	6.497	16.264	5.134	-5.081	0.03	1.689	-3.009	2.62e-03	4.74e-02	Down in Large
RASGRP3	692.761	1141.428	412.344	-1.471	0.361	0.489	-3.009	2.62e-03	4.74e-02	Down in Large
LOC102156171	5.329	12.312	0.964	-3.684	0.078	1.225	-3.008	2.63e-03	4.74e-02	Down in Large
LOC119867994	7.554	17.928	1.07	-3.972	0.064	1.32	-3.008	2.63e-03	4.74e-02	Down in Large
LOC111094614	4.77	12.403	3.283	-6.329	0.012	2.104	-3.008	2.63e-03	4.74e-02	Down in Large
